Plot,ALAL,ARTR,BRTE,CETE,DF,DG,DS,ELEL,HAGL,L,LEPE,NONE,OTHER,W,WL,Year
BN,1.956521739130435,0.0,11.304347826086957,0.0,0.16304347826086957,2.989130434782609,0.05434782608695652,3.91304347826087,0.0,0.16304347826086957,0.0,79.23913043478261,0.05434782608695652,0.05434782608695652,0.10869565217391304,2018
BS,0.05434782608695652,0.05434782608695652,8.369565217391305,1.358695652173913,0.5434782608695652,1.5217391304347827,0.0,1.0869565217391304,0.0,1.358695652173913,1.1956521739130435,84.1304347826087,0.16304347826086957,0.05434782608695652,0.10869565217391304,2018
RN,1.684782608695652,0.0,13.858695652173914,0.16304347826086957,0.05434782608695652,2.989130434782609,0.0,2.717391304347826,0.0,0.21739130434782608,0.05434782608695652,78.04347826086956,0.05434782608695652,0.05434782608695652,0.10869565217391304,2018
RS,0.05434782608695652,0.0,11.684782608695652,1.25,1.3043478260869565,2.9347826086956523,0.0,1.141304347826087,0.05434782608695652,0.8152173913043478,0.7608695652173914,80.0,0.0,0.0,0.0,2018
UN,0.08152173913043478,6.114130434782608,1.059782608695652,0.625,0.29891304347826086,1.2771739130434783,0.9239130434782609,4.3478260869565215,0.0,0.19021739130434784,0.0,84.91847826086956,0.10869565217391304,0.02717391304347826,0.02717391304347826,2018
US,0.02717391304347826,7.010869565217391,1.3315217391304348,0.4076086956521739,0.3532608695652174,1.0054347826086956,1.0054347826086956,1.875,0.02717391304347826,0.32608695652173914,0.02717391304347826,86.27717391304348,0.08152173913043478,0.19021739130434784,0.05434782608695652,2018
