Block,ALAL,ARTR,BRTE,CETE,DF,DG,DS,ELEL,HAGL,L,LEPE,NONE,OTHER,W,WL,Year
1,0.5095108695652174,4.110054347826087,7.302989130434782,0.7133152173913043,0.7133152173913043,1.936141304347826,0.10190217391304347,2.9551630434782608,0.0,0.5095108695652174,0.10190217391304347,80.87635869565217,0.06793478260869565,0.0,0.10190217391304347,2018
2,0.9510869565217392,3.4646739130434785,4.823369565217392,0.577445652173913,0.2377717391304348,1.4605978260869565,0.44157608695652173,2.0720108695652173,0.033967391304347824,0.6453804347826086,0.6793478260869565,84.1711956521739,0.10190217391304347,0.16983695652173914,0.16983695652173914,2018
3,0.06793478260869565,2.717391304347826,5.672554347826087,0.5095108695652174,0.7472826086956522,1.4605978260869565,0.7472826086956522,3.057065217391304,0.0,0.2717391304347826,0.4755434782608696,84.23913043478261,0.0,0.033967391304347824,0.0,2018
4,0.2377717391304348,2.547554347826087,8.355978260869565,0.4076086956521739,0.20380434782608695,2.6834239130434785,0.6453804347826086,2.7853260869565215,0.033967391304347824,0.2377717391304348,0.033967391304347824,81.58967391304348,0.1358695652173913,0.10190217391304347,0.0,2018
5,0.7133152173913043,3.6005434782608696,5.095108695652174,0.8152173913043478,0.20380434782608695,1.8342391304347827,0.5095108695652174,2.4456521739130435,0.0,0.577445652173913,0.0,84.00135869565217,0.10190217391304347,0.06793478260869565,0.033967391304347824,2018
