Plot,ALDE,ARTR,BRTE,CETE,DEPI,ELEL,HAGL,LEPE,NONE,OTHER,Year
BN,8.61111111111111,0.0,11.11111111111111,4.166666666666666,0.8333333333333334,1.25,0.1388888888888889,0.2777777777777778,72.77777777777777,0.8333333333333334,2024
BS,0.4166666666666667,0.0,15.0,7.916666666666666,0.5555555555555556,0.0,0.1388888888888889,0.4166666666666667,74.16666666666667,1.3888888888888888,2024
UN,0.1388888888888889,6.25,7.361111111111112,7.083333333333333,0.0,1.8055555555555554,0.0,0.1388888888888889,74.72222222222223,2.5,2024
US,0.0,6.805555555555555,8.472222222222223,6.944444444444445,0.1388888888888889,0.6944444444444444,0.0,0.0,76.25,0.6944444444444444,2024
