Plot,ALAL,ARTR,BRTE,CETE,DEPI,DF,DG,DS,ELEL,HAGL,L,LEPE,NONE,OTHER,W,WL,Year
BN,6.358695652173912,0.0,15.32608695652174,2.119565217391304,0.10869565217391304,0.0,1.0869565217391304,0.0,4.945652173913043,0.0,0.5978260869565217,0.21739130434782608,69.07608695652175,0.0,0.16304347826086957,0.0,2019
BS,0.10869565217391304,0.0,15.271739130434783,11.467391304347826,0.32608695652173914,0.16304347826086957,0.16304347826086957,0.0,1.0869565217391304,0.0,1.0326086956521738,3.369565217391304,66.95652173913044,0.05434782608695652,0.0,0.0,2019
RN,5.217391304347826,0.0,13.586956521739129,3.0434782608695654,0.48913043478260876,0.05434782608695652,0.8695652173913043,0.05434782608695652,4.782608695652174,0.05434782608695652,0.7065217391304348,0.32608695652173914,70.65217391304348,0.10869565217391304,0.05434782608695652,0.0,2019
RS,0.0,0.0,15.706521739130435,10.108695652173912,1.3043478260869565,0.0,0.2717391304347826,0.0,2.3369565217391304,0.0,0.5434782608695652,2.3369565217391304,67.22826086956522,0.0,0.16304347826086957,0.0,2019
UN,0.16304347826086957,5.733695652173913,4.048913043478261,7.635869565217392,0.1358695652173913,0.0,0.29891304347826086,1.4130434782608696,5.108695652173913,0.0,0.4076086956521739,0.08152173913043478,74.40217391304348,0.05434782608695652,0.5163043478260869,0.0,2019
US,0.05434782608695652,6.086956521739131,2.4728260869565215,10.652173913043478,0.43478260869565216,0.0,0.16304347826086957,1.576086956521739,2.5815217391304346,0.0,0.3532608695652174,0.21739130434782608,74.53804347826087,0.02717391304347826,0.7880434782608695,0.05434782608695652,2019
