ALAL,ALDE,ARTR,BRTE,CETE,DEPI,DF,DG,DS,ELEL,HAGL,L,LEPE,NONE,OTHER,W,WL,litter
0.566978863889188,0.059209818064377216,2.9856102199734456,5.719130153945527,2.494886424803531,0.16237844044927693,0.640542577241899,1.9575124699465318,0.6306742742311694,1.9440556931137185,0.3292424731761582,0.48085549215918466,0.43779380629418313,81.19191158000503,0.1659669142713604,0.06728388416406503,0.08881472709656582,0.07715218717479456
