Block,ARTR,BRTE,CETE,ELEL,NONE,OTHER,Year
1,3.125,6.076388888888888,6.770833333333333,1.0416666666666665,64.23611111111111,18.75,2023
2,2.083333333333333,11.11111111111111,5.902777777777778,1.215277777777778,68.05555555555556,11.631944444444445,2023
3,3.125,8.333333333333332,5.034722222222222,0.3472222222222222,74.82638888888889,8.333333333333332,2023
4,1.7361111111111112,10.590277777777777,4.861111111111112,0.1736111111111111,74.65277777777779,7.986111111111111,2023
5,3.6458333333333335,11.11111111111111,7.8125,0.5208333333333333,63.19444444444444,13.715277777777779,2023
