Plot,ALAL,ARTR,BRTE,CETE,DEPI,DF,DG,DS,ELEL,L,NONE,OTHER,WL,litter,Year
BN,6.906077348066299,0.0,12.292817679558011,0.2762430939226519,0.0,0.13812154696132595,0.0,0.13812154696132595,0.9668508287292817,0.13812154696132595,78.45303867403315,0.4143646408839779,0.0,0.2762430939226519,2022
BS,0.13736263736263737,0.13736263736263737,12.912087912087914,0.13736263736263737,0.0,0.13736263736263737,0.0,0.0,0.0,0.4120879120879121,85.57692307692307,0.0,0.0,0.5494505494505495,2022
UN,0.4143646408839779,4.834254143646409,5.662983425414365,4.143646408839778,0.0,0.2762430939226519,0.4143646408839779,1.2430939226519337,1.1049723756906076,0.0,81.07734806629834,0.13812154696132595,0.2762430939226519,0.4143646408839779,2022
US,0.1404494382022472,5.196629213483146,4.775280898876404,6.179775280898876,0.5617977528089888,0.2808988764044944,0.1404494382022472,0.9831460674157303,0.1404494382022472,0.1404494382022472,80.47752808988764,0.8426966292134831,0.1404494382022472,0.0,2022
