Plot,ALAL,ARTR,BRTE,CETE,DEPI,ELEL,L,NONE,OTHER,litter,Year
BN,6.527777777777779,0.0,9.583333333333334,2.2222222222222223,0.1388888888888889,0.8333333333333334,8.88888888888889,66.11111111111111,1.5277777777777777,4.166666666666666,2023
BS,0.5555555555555556,0.1388888888888889,11.38888888888889,3.0555555555555554,0.0,0.0,5.694444444444445,71.66666666666667,2.2222222222222223,5.277777777777778,2023
UN,0.2777777777777778,6.25,9.305555555555555,8.61111111111111,0.0,1.3888888888888888,5.972222222222222,67.63888888888889,0.0,0.5555555555555556,2023
US,0.1388888888888889,4.583333333333333,7.5,10.416666666666668,0.1388888888888889,0.4166666666666667,5.555555555555555,70.55555555555556,0.0,0.6944444444444444,2023
