Plot,ACSP,ALAL,AMDU,ASNU,BAMU,BRRU,CAFL,CORA,CYAC,DF,DG,DS,ERCI,KRER,KRGR,L,LATR,NONE,OTHER,SCAR,THMO,WL,YUBR,Year
BN,0.0,0.8695652173913043,0.6521739130434783,2.119565217391304,0.32608695652173914,14.23913043478261,0.3804347826086957,0.5978260869565217,0.05434782608695652,1.358695652173913,8.532608695652174,0.3804347826086957,3.4782608695652173,0.05434782608695652,0.10869565217391304,0.2717391304347826,1.5217391304347827,63.80434782608696,0.48913043478260876,0.32608695652173914,0.2717391304347826,0.05434782608695652,0.10869565217391304,2020
BS,0.21739130434782608,1.0326086956521738,0.16304347826086957,0.7065217391304348,0.0,14.891304347826088,0.10869565217391304,0.32608695652173914,0.05434782608695652,0.5434782608695652,6.141304347826087,0.5434782608695652,2.8260869565217392,0.05434782608695652,0.0,0.16304347826086957,0.9782608695652175,69.23913043478261,0.7608695652173914,0.3804347826086957,0.05434782608695652,0.2717391304347826,0.5434782608695652,2020
RN,0.0,0.4830917874396135,0.4830917874396135,2.5966183574879227,0.36231884057971014,15.277777777777779,0.18115942028985507,0.0,0.06038647342995169,1.4492753623188406,8.876811594202898,0.4227053140096618,5.615942028985507,0.06038647342995169,0.06038647342995169,0.12077294685990338,0.6642512077294686,62.31884057971014,0.6642512077294686,0.30193236714975846,0.0,0.0,0.0,2020
RS,0.0,1.0326086956521738,0.10869565217391304,1.4673913043478262,0.7065217391304348,13.804347826086957,0.2717391304347826,0.10869565217391304,0.0,1.0869565217391304,5.923913043478261,0.10869565217391304,3.532608695652174,0.05434782608695652,0.0,0.10869565217391304,0.6521739130434783,69.34782608695652,0.48913043478260876,0.8695652173913043,0.10869565217391304,0.21739130434782608,0.0,2020
UN,0.19021739130434784,0.5978260869565217,1.3858695652173914,0.7880434782608695,0.02717391304347826,11.820652173913043,0.46195652173913043,1.3043478260869565,0.05434782608695652,1.8206521739130435,5.570652173913043,0.3532608695652174,1.4673913043478262,0.2717391304347826,0.48913043478260876,0.19021739130434784,1.2228260869565217,70.38043478260869,0.5163043478260869,0.08152173913043478,0.24456521739130438,0.16304347826086957,0.5978260869565217,2020
US,0.4076086956521739,0.3532608695652174,0.7608695652173914,0.5706521739130435,0.0,13.750000000000002,0.05434782608695652,1.3043478260869565,0.1358695652173913,0.9239130434782609,4.646739130434783,0.3532608695652174,0.7336956521739131,0.19021739130434784,0.48913043478260876,0.19021739130434784,1.1684782608695652,71.98369565217392,0.8152173913043478,0.3532608695652174,0.46195652173913043,0.05434782608695652,0.29891304347826086,2020
