Plot,ALAL,ASNU,BAMU,BRRU,CORA,CYAC,ERCI,LATR,NONE,OTHER,SCAR,YUBR,litter,Year
BN,0.2777777777777778,2.361111111111111,0.0,4.583333333333333,0.1388888888888889,0.0,2.7777777777777777,0.1388888888888889,79.44444444444444,0.4166666666666667,3.888888888888889,0.0,5.972222222222222,2024
BS,0.6944444444444444,0.8333333333333334,0.4166666666666667,5.138888888888888,0.0,0.1388888888888889,2.5,1.1111111111111112,77.22222222222223,1.1111111111111112,5.0,0.2777777777777778,5.555555555555555,2024
UN,0.5555555555555556,1.5277777777777777,0.0,6.388888888888888,1.3888888888888888,0.4166666666666667,0.8333333333333334,0.5555555555555556,81.52777777777777,1.6666666666666667,1.5277777777777777,0.0,3.6111111111111107,2024
US,0.0,0.4166666666666667,0.0,4.166666666666666,0.2777777777777778,0.0,0.6944444444444444,0.5555555555555556,82.36111111111111,1.6666666666666667,4.444444444444445,0.1388888888888889,5.277777777777778,2024
