AMDU,ASNU,BRRU,CORA,DG,ERCI,LATR,NONE,OTHER,SCAR
0.6895156841834296,0.9414187474717759,6.500753870481374,0.8099510903541352,3.0596109292832714,1.3873055565770602,0.9974993564520281,76.80469238406943,3.643400875225242,5.165851505902254
