Plot,ACSP,AMDU,ASNU,BAMU,BRRU,CORA,CYAC,DF,DG,DS,ERCI,KRER,KRGR,L,LATR,NONE,OTHER,SCAR,THMO,YUBR,Year
BN,0.0,0.48913043478260876,0.0,0.0,4.4021739130434785,0.05434782608695652,0.16304347826086957,0.7608695652173914,12.608695652173912,0.5978260869565217,0.9782608695652175,0.21739130434782608,0.16304347826086957,0.05434782608695652,0.6521739130434783,78.04347826086956,0.5434782608695652,0.0,0.21739130434782608,0.05434782608695652,2021
BS,0.0,0.21739130434782608,0.05434782608695652,0.0,3.6956521739130435,0.21739130434782608,0.0,0.43478260869565216,11.467391304347826,1.4130434782608696,1.358695652173913,0.0,0.21739130434782608,0.0,0.9782608695652175,78.85869565217392,0.3804347826086957,0.05434782608695652,0.10869565217391304,0.5434782608695652,2021
RN,0.0,0.5434782608695652,0.0,0.16304347826086957,3.6956521739130435,0.0,0.0,0.7608695652173914,14.402173913043478,0.5434782608695652,1.4673913043478262,0.0,0.05434782608695652,0.0,0.10869565217391304,77.77173913043478,0.48913043478260876,0.0,0.0,0.0,2021
RS,0.0,0.3804347826086957,0.0,0.10869565217391304,3.641304347826087,0.0,0.0,0.48913043478260876,10.597826086956522,0.3804347826086957,1.358695652173913,0.16304347826086957,0.0,0.0,0.9782608695652175,81.41304347826087,0.16304347826086957,0.16304347826086957,0.16304347826086957,0.0,2021
UN,0.21739130434782608,1.4130434782608696,0.02717391304347826,0.0,3.532608695652174,1.7119565217391304,0.08152173913043478,0.2717391304347826,12.255434782608695,0.6521739130434783,0.3532608695652174,0.2717391304347826,0.3804347826086957,0.02717391304347826,2.282608695652174,75.40760869565217,0.46195652173913043,0.02717391304347826,0.1358695652173913,0.48913043478260876,2021
US,0.38819875776397517,0.7505175983436853,0.0,0.0,3.907867494824017,1.6304347826086956,0.3105590062111801,0.4399585921325052,10.9472049689441,0.36231884057971014,0.2587991718426501,0.5175983436853002,0.7505175983436853,0.025879917184265012,2.2256728778467907,76.42339544513457,0.10351966873706005,0.0,0.38819875776397517,0.5693581780538302,2021
