Plot,ALAL,AMDU,ASNU,BAMU,BRRU,CAFL,CORA,CYAC,DEPI,DF,DG,DS,ERCI,KRAME,L,LATR,NONE,OTHER,SCAR,THMO,WL,YUBR,Year
BN,0.7880434782608695,0.4076086956521739,0.43478260869565216,0.02717391304347826,5.489130434782609,0.0,0.16304347826086957,0.10869565217391304,0.08152173913043478,0.2717391304347826,1.766304347826087,1.358695652173913,1.548913043478261,0.05434782608695652,0.0,0.32608695652173914,76.44021739130434,0.6521739130434783,9.891304347826086,0.0,0.02717391304347826,0.16304347826086957,2016
BS,0.842391304347826,0.19021739130434784,0.08152173913043478,0.02717391304347826,3.858695652173913,0.10869565217391304,0.32608695652173914,0.05434782608695652,0.0,0.05434782608695652,1.3858695652173914,1.4945652173913044,1.3315217391304348,0.02717391304347826,0.02717391304347826,0.5163043478260869,77.85326086956522,0.16304347826086957,10.95108695652174,0.10869565217391304,0.0,0.5978260869565217,2016
UN,0.625,1.6304347826086956,0.2717391304347826,0.0,6.440217391304348,0.0,1.7119565217391304,0.02717391304347826,0.0,0.08152173913043478,1.25,0.7608695652173914,0.32608695652173914,0.29891304347826086,0.0,1.4945652173913044,79.13043478260869,0.8152173913043478,4.429347826086957,0.2717391304347826,0.02717391304347826,0.4076086956521739,2016
US,0.8433079434167573,0.544069640914037,0.1088139281828074,0.02720348204570185,4.325353645266594,0.0544069640914037,1.4145810663764962,0.08161044613710555,0.0,0.02720348204570185,0.40805223068552776,0.7889009793253536,0.35364526659412404,0.544069640914037,0.0,1.5778019586507073,78.31882480957563,0.9793253536452665,8.297062023939064,0.40805223068552776,0.02720348204570185,0.8705114254624592,2016
